Use,Filename,Target,Name,Waveband,Polaroid Angle,Binning
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.627.fits,M82,M82_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.628.fits,M82,M82_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.629.fits,M82,M82_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.630.fits,M82,M82_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.631.fits,M82,M82_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.632.fits,M82,M82_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.633.fits,M82,M82_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.634.fits,M82,M82_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.635.fits,M82,M82_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.636.fits,M82,M82_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.637.fits,M82,M82_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.638.fits,M82,M82_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.639.fits,M82,M82_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.640.fits,M82,M82_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.641.fits,M82,M82_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.642.fits,M82,M82_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.643.fits,M82,M82_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.644.fits,M82,M82_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.645.fits,M82,M82_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.646.fits,M82,M82_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.647.fits,M82,M82_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.648.fits,M82,M82_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.649.fits,M82,M82_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.650.fits,M82,M82_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.651.fits,M82,M82_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.652.fits,M82,M82_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.653.fits,M82,M82_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.654.fits,M82,M82_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.655.fits,M82,M82_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.656.fits,M82,M82_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.657.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.658.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.659.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.660.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.661.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.662.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.663.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.664.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.665.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.666.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.667.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.668.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.669.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.670.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.671.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.672.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.673.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.674.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.675.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.676.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.677.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.678.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.679.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.680.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.681.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.682.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.683.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.684.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.685.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.686.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.687.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.688.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.689.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.690.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.691.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.692.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.693.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.694.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.695.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.696.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.697.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.698.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.699.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.700.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.701.fits,M82,M82_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.702.fits,M82,M82_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.703.fits,M82,M82_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.704.fits,M82,M82_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.705.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.706.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.707.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.708.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.709.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.710.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.711.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.712.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.713.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.714.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.715.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.716.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.717.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.718.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.719.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.720.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.721.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.722.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.723.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.724.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.725.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.726.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.727.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.728.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.729.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.730.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.731.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.732.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.733.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.734.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.735.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.736.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.737.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.738.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.739.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.740.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.741.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.742.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.743.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.744.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.745.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.746.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.747.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.748.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.749.fits,M82,M82_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.750.fits,M82,M82_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.751.fits,M82,M82_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.752.fits,M82,M82_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.753.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.754.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.755.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.756.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.757.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.758.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.759.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.760.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.761.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.762.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.763.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.764.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.765.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.766.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.767.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.768.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.769.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.770.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.771.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.772.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.773.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.774.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.775.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.776.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.777.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.778.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.779.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.780.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.781.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.782.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.783.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.784.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.785.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.786.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.787.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.788.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.789.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.790.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.791.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.792.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.793.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.794.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.795.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.796.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.797.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.798.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.799.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.800.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.801.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.802.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.803.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.804.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.805.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.806.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.807.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.808.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.809.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.810.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.811.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.812.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.813.fits,M82,M82_R2,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.814.fits,M82,M82_R2,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.815.fits,M82,M82_R2,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.816.fits,M82,M82_R2,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.277.fits,Taurus_cal,Taurus_Cal_V_0118,V,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.278.fits,Taurus_cal,Taurus_Cal_V_0118,V,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.279.fits,Taurus_cal,Taurus_Cal_V_0118,V,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.280.fits,Taurus_cal,Taurus_Cal_V_0118,V,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.281.fits,Taurus_cal,Taurus_Cal_V_0118,V,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.282.fits,Taurus_cal,Taurus_Cal_V_0118,V,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.283.fits,Taurus_cal,Taurus_Cal_V_0118,V,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.284.fits,Taurus_cal,Taurus_Cal_V_0118,V,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.285.fits,Taurus_cal,Taurus_Cal_V_0118,V,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.286.fits,Taurus_cal,Taurus_Cal_V_0118,V,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.287.fits,Taurus_cal,Taurus_Cal_V_0118,V,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.288.fits,Taurus_cal,Taurus_Cal_V_0118,V,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.289.fits,Taurus_cal,Taurus_Cal_V_0118,V,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.290.fits,Taurus_cal,Taurus_Cal_V_0118,V,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.291.fits,Taurus_cal,Taurus_Cal_V_0118,V,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.292.fits,Taurus_cal,Taurus_Cal_V_0118,V,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.293.fits,Taurus_cal,Taurus_Cal_V_0118,V,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.294.fits,Taurus_cal,Taurus_Cal_V_0118,V,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.295.fits,Taurus_cal,Taurus_Cal_V_0118,V,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.296.fits,Taurus_cal,Taurus_Cal_V_0118,V,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.297.fits,Taurus_cal,Taurus_Cal_V_0118,V,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.298.fits,Taurus_cal,Taurus_Cal_V_0118,V,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.299.fits,Taurus_cal,Taurus_Cal_V_0118,V,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.300.fits,Taurus_cal,Taurus_Cal_V_0118,V,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.301.fits,Taurus_cal,Taurus_Cal_R_0118,R,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.302.fits,Taurus_cal,Taurus_Cal_R_0118,R,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.303.fits,Taurus_cal,Taurus_Cal_R_0118,R,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.304.fits,Taurus_cal,Taurus_Cal_R_0118,R,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.305.fits,Taurus_cal,Taurus_Cal_R_0118,R,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.306.fits,Taurus_cal,Taurus_Cal_R_0118,R,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.307.fits,Taurus_cal,Taurus_Cal_R_0118,R,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.308.fits,Taurus_cal,Taurus_Cal_R_0118,R,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.309.fits,Taurus_cal,Taurus_Cal_R_0118,R,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.310.fits,Taurus_cal,Taurus_Cal_R_0118,R,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.311.fits,Taurus_cal,Taurus_Cal_R_0118,R,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.312.fits,Taurus_cal,Taurus_Cal_R_0118,R,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.313.fits,Taurus_cal,Taurus_Cal_R_0118,R,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.314.fits,Taurus_cal,Taurus_Cal_R_0118,R,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.315.fits,Taurus_cal,Taurus_Cal_R_0118,R,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.316.fits,Taurus_cal,Taurus_Cal_R_0118,R,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.317.fits,Taurus_cal,Taurus_Cal_R_0118,R,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.318.fits,Taurus_cal,Taurus_Cal_R_0118,R,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.319.fits,Taurus_cal,Taurus_Cal_R_0118,R,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.320.fits,Taurus_cal,Taurus_Cal_R_0118,R,600,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.321.fits,Taurus_cal,Taurus_Cal_R_0118,R,0,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.322.fits,Taurus_cal,Taurus_Cal_R_0118,R,400,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.323.fits,Taurus_cal,Taurus_Cal_R_0118,R,200,1
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.324.fits,Taurus_cal,Taurus_Cal_R_0118,R,600,1
0,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.325.fits,NGC2023,NGC2023_V1,V,0,2
0,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.326.fits,NGC2023,NGC2023_V1,V,400,2
0,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.327.fits,NGC2023,NGC2023_V1,V,200,2
0,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.328.fits,NGC2023,NGC2023_V1,V,600,2
0,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.329.fits,NGC2023,NGC2023_V1,V,0,2
0,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.330.fits,NGC2023,NGC2023_V1,V,400,2
0,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.331.fits,NGC2023,NGC2023_V1,V,200,2
0,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150118.332.fits,NGC2023,NGC2023_V1,V,600,2
